Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID
ENSG00000170190	ENST00000578376	
ENSG00000170190	ENST00000329783	O15375
ENSG00000127328	ENST00000417413	Q96QF0
ENSG00000127328	ENST00000549760	
ENSG00000170190	ENST00000450736	O15375
ENSG00000170190	ENST00000584207	
ENSG00000170190	ENST00000538213	O15375
ENSG00000170190	ENST00000584118	
ENSG00000127328	ENST00000550536	Q96QF0
ENSG00000127328	ENST00000378809	
ENSG00000127328	ENST00000362025	Q96QF0
ENSG00000127328	ENST00000552199	Q96QF0
ENSG00000116668	ENST00000367501	Q5T5J6
ENSG00000158869	ENST00000367992	
ENSG00000172482	ENST00000307503	P21549
ENSG00000116668	ENST00000367500	Q5T5J6
ENSG00000127328	ENST00000547591	
ENSG00000116668	ENST00000450350	
ENSG00000158869	ENST00000289902	P30273
ENSG00000144591	ENST00000313597	Q96IJ6
ENSG00000127328	ENST00000550647	
ENSG00000127328	ENST00000547055	
ENSG00000144591	ENST00000373917	Q96IJ6
ENSG00000127328	ENST00000551641	Q96QF0
ENSG00000127328	ENST00000553099	Q96QF0
ENSG00000127328	ENST00000526994	
ENSG00000127328	ENST00000550847	
ENSG00000144591	ENST00000358215	Q96IJ6
ENSG00000144591	ENST00000443704	
ENSG00000144591	ENST00000373908	Q96IJ6
ENSG00000144591	ENST00000455657	
ENSG00000168243	ENST00000366597	P50150
ENSG00000144591	ENST00000435316	
ENSG00000168243	ENST00000366598	P50150
ENSG00000144591	ENST00000341142	Q96IJ6
ENSG00000168243	ENST00000484517	P50150
ENSG00000144591	ENST00000480034	
ENSG00000168243	ENST00000391854	P50150
ENSG00000144591	ENST00000622191	
ENSG00000168243	ENST00000450593	P50150
ENSG00000286143	ENST00000412982	
ENSG00000130988	ENST00000352078	Q15493
ENSG00000130988	ENST00000336169	Q15493
ENSG00000130988	ENST00000397180	Q15493
ENSG00000130988	ENST00000457380	Q15493
ENSG00000172478	ENST00000402775	Q08AI8
ENSG00000172478	ENST00000307486	Q08AI8
ENSG00000172478	ENST00000388934	Q08AI8
ENSG00000172478	ENST00000414499	
ENSG00000172478	ENST00000454476	
ENSG00000114948	ENST00000264377	O75077
ENSG00000072195	ENST00000312358	Q15772
ENSG00000114948	ENST00000374415	
ENSG00000114948	ENST00000444281	
ENSG00000226321	ENST00000443866	H7BZ55
ENSG00000205352	ENST00000429243	Q9NZ81
ENSG00000143971	ENST00000272342	Q9NY74
ENSG00000205352	ENST00000549924	Q9NZ81
ENSG00000143971	ENST00000645739	
ENSG00000205352	ENST00000551003	
ENSG00000143971	ENST00000644028	
ENSG00000072195	ENST00000435853	
ENSG00000143971	ENST00000462772	
ENSG00000205352	ENST00000549068	
ENSG00000205352	ENST00000549740	
ENSG00000072195	ENST00000403148	
ENSG00000205352	ENST00000546581	
ENSG00000205352	ENST00000549581	Q9NZ81
ENSG00000072195	ENST00000431523	
ENSG00000205352	ENST00000547368	
ENSG00000205352	ENST00000379786	Q9NZ81
ENSG00000072195	ENST00000396698	
ENSG00000205352	ENST00000551945	
ENSG00000239521	ENST00000436886	Q8NAP1
ENSG00000072195	ENST00000452101	
ENSG00000205352	ENST00000549135	Q9NZ81
ENSG00000072195	ENST00000420132	
ENSG00000213413	ENST00000317271	Q6DKI7
ENSG00000094975	ENST00000367723	Q9UBS9
ENSG00000094975	ENST00000610051	
ENSG00000168542	ENST00000304636	P02461
ENSG00000072195	ENST00000451076	
ENSG00000094975	ENST00000263688	Q9UBS9
ENSG00000072195	ENST00000409595	
ENSG00000139625	ENST00000267079	Q12852
ENSG00000168542	ENST00000450867	
ENSG00000139625	ENST00000547488	Q12852
ENSG00000072195	ENST00000396688	Q15772
ENSG00000139625	ENST00000547035	Q12852
ENSG00000168542	ENST00000317840	P02461
ENSG00000139625	ENST00000552365	
ENSG00000072195	ENST00000396686	Q15772
ENSG00000072195	ENST00000396689	Q15772
ENSG00000139625	ENST00000548565	
ENSG00000286095	ENST00000651166	
ENSG00000094975	ENST00000616058	
ENSG00000286095	ENST00000617028	
ENSG00000094975	ENST00000608151	Q9UBS9
ENSG00000158874	ENST00000367990	P02652
ENSG00000158874	ENST00000468465	
ENSG00000158874	ENST00000463812	
ENSG00000158874	ENST00000481511	
ENSG00000158874	ENST00000470459	
ENSG00000158874	ENST00000464492	
ENSG00000158874	ENST00000491350	
ENSG00000158874	ENST00000463273	
ENSG00000158874	ENST00000469730	
ENSG00000116133	ENST00000371269	Q15392
ENSG00000111596	ENST00000552231	
ENSG00000111596	ENST00000547780	
ENSG00000151572	ENST00000549155	
ENSG00000116133	ENST00000647912	
ENSG00000139428	ENST00000545712	Q96EY8
ENSG00000139428	ENST00000540016	
ENSG00000139428	ENST00000537496	
ENSG00000116133	ENST00000535035	
ENSG00000116133	ENST00000649769	
ENSG00000139428	ENST00000544051	
ENSG00000116133	ENST00000648728	
ENSG00000139428	ENST00000541763	
ENSG00000174059	ENST00000310833	P28906
ENSG00000116133	ENST00000436604	Q15392
ENSG00000139428	ENST00000420167	
ENSG00000116133	ENST00000650362	
ENSG00000174059	ENST00000367036	
ENSG00000139428	ENST00000503497	
ENSG00000116133	ENST00000648182	
ENSG00000174059	ENST00000356522	P28906
ENSG00000139428	ENST00000537236	
ENSG00000143669	ENST00000389793	Q99698
ENSG00000151572	ENST00000644049	
ENSG00000151572	ENST00000546991	
ENSG00000143669	ENST00000487530	
ENSG00000151572	ENST00000392979	Q32M45
ENSG00000151572	ENST00000392977	Q32M45
ENSG00000110921	ENST00000539335	
ENSG00000111596	ENST00000418359	Q9NZN8
ENSG00000111596	ENST00000552319	
ENSG00000111596	ENST00000550160	
ENSG00000111596	ENST00000551661	
ENSG00000110921	ENST00000546277	
ENSG00000117560	ENST00000367721	P48023
ENSG00000117560	ENST00000340030	P48023
ENSG00000143669	ENST00000389794	
ENSG00000111596	ENST00000551132	
ENSG00000110921	ENST00000447878	
ENSG00000110921	ENST00000539696	
ENSG00000111596	ENST00000552915	
ENSG00000111596	ENST00000550641	
ENSG00000076356	ENST00000367033	O75051
ENSG00000111596	ENST00000548741	
ENSG00000120337	ENST00000404377	Q9UNG2
ENSG00000111596	ENST00000552483	
ENSG00000111596	ENST00000553020	
ENSG00000111596	ENST00000548159	
ENSG00000111596	ENST00000549750	
ENSG00000111596	ENST00000551043	Q9NZN8
ENSG00000111596	ENST00000547867	
ENSG00000111596	ENST00000551873	
ENSG00000111596	ENST00000550194	
ENSG00000111596	ENST00000548599	
ENSG00000111596	ENST00000552151	
ENSG00000110921	ENST00000228510	Q03426
ENSG00000111596	ENST00000551483	Q9NZN8
ENSG00000110921	ENST00000537237	
ENSG00000117586	ENST00000367718	P23510
ENSG00000110921	ENST00000545774	
ENSG00000111596	ENST00000552599	
ENSG00000110921	ENST00000392727	
ENSG00000111596	ENST00000546673	
ENSG00000117586	ENST00000281834	P23510
ENSG00000110921	ENST00000636996	
ENSG00000111596	ENST00000548338	
ENSG00000110921	ENST00000636529	
ENSG00000111596	ENST00000549709	
ENSG00000111596	ENST00000551710	
ENSG00000197111	ENST00000359282	Q15366
ENSG00000111596	ENST00000229195	Q9NZN8
ENSG00000110921	ENST00000625889	
ENSG00000258052	ENST00000550437	
ENSG00000110921	ENST00000539575	Q03426
ENSG00000110921	ENST00000639206	
ENSG00000110921	ENST00000629016	
ENSG00000197111	ENST00000549863	
ENSG00000197111	ENST00000359462	Q15366
ENSG00000197111	ENST00000550520	
ENSG00000197111	ENST00000546463	Q15366
ENSG00000197111	ENST00000552296	Q15366
ENSG00000197111	ENST00000550192	
ENSG00000256870	ENST00000536262	Q8N695
ENSG00000197111	ENST00000551104	
ENSG00000197111	ENST00000552980	
ENSG00000197111	ENST00000552819	Q15366
ENSG00000197111	ENST00000455667	Q15366
ENSG00000197111	ENST00000439930	Q15366
ENSG00000197111	ENST00000548933	Q15366
ENSG00000066923	ENST00000426455	Q9UJ98
ENSG00000166268	ENST00000552032	Q96LU7
ENSG00000197111	ENST00000546652	
ENSG00000066923	ENST00000394018	Q9UJ98
ENSG00000197111	ENST00000562264	
ENSG00000166268	ENST00000547771	
ENSG00000066923	ENST00000416412	
ENSG00000166268	ENST00000548892	
ENSG00000166268	ENST00000535034	
ENSG00000066923	ENST00000317296	Q9UJ98
ENSG00000166268	ENST00000299350	
ENSG00000066923	ENST00000422690	
ENSG00000197111	ENST00000550585	
ENSG00000197111	ENST00000553064	
ENSG00000197111	ENST00000547859	
ENSG00000197111	ENST00000447282	Q15366
ENSG00000197111	ENST00000437231	Q15366
ENSG00000117592	ENST00000340385	P30041
ENSG00000165805	ENST00000298699	Q8NA57
ENSG00000165805	ENST00000550553	
ENSG00000116679	ENST00000367498	Q9Y6Y0
ENSG00000165805	ENST00000551163	
ENSG00000066923	ENST00000439782	
ENSG00000116679	ENST00000422754	
ENSG00000116679	ENST00000367497	
ENSG00000235118	ENST00000441223	A0A1B0GTK4
ENSG00000066923	ENST00000412190	
ENSG00000066923	ENST00000451963	
ENSG00000066923	ENST00000620100	Q9UJ98
ENSG00000198952	ENST00000361813	Q9UPR3
ENSG00000066923	ENST00000615138	
ENSG00000136731	ENST00000430075	
ENSG00000232125	ENST00000452335	A2CJ06
ENSG00000136731	ENST00000438277	
ENSG00000120800	ENST00000261637	O75691
ENSG00000136731	ENST00000376723	
ENSG00000162804	ENST00000401884	Q8TER0
ENSG00000137731	ENST00000532119	P54710
ENSG00000162804	ENST00000405547	Q8TER0
ENSG00000137731	ENST00000528014	P54710
ENSG00000198707	ENST00000547691	O15078
ENSG00000137731	ENST00000292079	P54710
ENSG00000162804	ENST00000310397	Q8TER0
ENSG00000137731	ENST00000260287	P54710
ENSG00000162804	ENST00000401644	
ENSG00000163472	ENST00000295694	Q9BSE2
ENSG00000162804	ENST00000431690	
ENSG00000162804	ENST00000420591	
ENSG00000163472	ENST00000357501	
ENSG00000163472	ENST00000456810	
ENSG00000163472	ENST00000405535	Q9BSE2
ENSG00000198715	ENST00000461597	
ENSG00000183831	ENST00000333279	Q5TZF3
ENSG00000198715	ENST00000472870	
ENSG00000232113	ENST00000417563	A0A1B0GTY4
ENSG00000285777	ENST00000648193	
ENSG00000162804	ENST00000342631	
ENSG00000136731	ENST00000259253	Q9NYU2
ENSG00000198715	ENST00000647767	Q8WWB7
ENSG00000136731	ENST00000418197	
ENSG00000198715	ENST00000362007	Q8WWB7
ENSG00000198715	ENST00000481050	
ENSG00000198715	ENST00000476177	
ENSG00000118246	ENST00000236980	Q9NYY8
ENSG00000198715	ENST00000368264	
ENSG00000118246	ENST00000418289	
ENSG00000118246	ENST00000402774	Q9NYY8
ENSG00000184788	ENST00000509231	Q86VE3
ENSG00000162753	ENST00000367714	Q5TAH2
ENSG00000118246	ENST00000403094	Q9NYY8
ENSG00000198715	ENST00000622703	
ENSG00000184788	ENST00000646235	
ENSG00000198715	ENST00000612353	
ENSG00000184788	ENST00000644105	
ENSG00000198715	ENST00000614643	Q8WWB7
ENSG00000184788	ENST00000646118	
ENSG00000198707	ENST00000552810	O15078
ENSG00000184788	ENST00000395409	Q86VE3
ENSG00000198707	ENST00000604024	
ENSG00000198707	ENST00000547926	
ENSG00000198707	ENST00000550962	
ENSG00000198707	ENST00000552770	
ENSG00000198707	ENST00000309041	
ENSG00000198707	ENST00000397838	
ENSG00000155008	ENST00000373173	Q6UXV4
ENSG00000155008	ENST00000622540	
ENSG00000155008	ENST00000613473	
ENSG00000138400	ENST00000374412	Q5I0G3
ENSG00000122085	ENST00000241527	Q7Z6M4
ENSG00000138400	ENST00000432911	Q5I0G3
ENSG00000138400	ENST00000449792	
ENSG00000172137	ENST00000302628	P22676
ENSG00000138400	ENST00000454776	Q5I0G3
ENSG00000172137	ENST00000562305	
ENSG00000122085	ENST00000449133	
ENSG00000122085	ENST00000495694	
ENSG00000133641	ENST00000356891	Q8N999
ENSG00000172137	ENST00000490520	
ENSG00000172137	ENST00000349553	
ENSG00000122085	ENST00000414146	
ENSG00000138400	ENST00000436472	
ENSG00000133641	ENST00000550333	Q8N999
ENSG00000133641	ENST00000552121	Q8N999
ENSG00000133641	ENST00000552847	
ENSG00000122085	ENST00000401626	
ENSG00000133641	ENST00000453037	Q8N999
ENSG00000122085	ENST00000391980	Q7Z6M4
ENSG00000122085	ENST00000406593	
ENSG00000122085	ENST00000439144	
ENSG00000122085	ENST00000424798	
ENSG00000122085	ENST00000407095	
ENSG00000122085	ENST00000434791	
ENSG00000122085	ENST00000614476	Q7Z6M4
ENSG00000177103	ENST00000527706	Q8TD84
ENSG00000177103	ENST00000651296	
ENSG00000177103	ENST00000321322	
ENSG00000177103	ENST00000525836	
ENSG00000177103	ENST00000651172	
ENSG00000168754	ENST00000393526	Q8IXR5
ENSG00000255245	ENST00000532984	
ENSG00000255245	ENST00000614497	
ENSG00000168754	ENST00000490605	Q8IXR5
ENSG00000130779	ENST00000361654	
ENSG00000130779	ENST00000545889	
ENSG00000130779	ENST00000302528	P30622
ENSG00000130779	ENST00000537178	P30622
ENSG00000130779	ENST00000536634	
ENSG00000116962	ENST00000366595	P14543
ENSG00000130779	ENST00000648993	
ENSG00000130779	ENST00000540338	P30622
ENSG00000130779	ENST00000537123	
ENSG00000130779	ENST00000540304	
ENSG00000116962	ENST00000264187	P14543
ENSG00000130779	ENST00000541108	
ENSG00000130779	ENST00000535290	
ENSG00000130779	ENST00000539080	
ENSG00000143341	ENST00000271588	Q96RW7
ENSG00000186487	ENST00000647755	
ENSG00000130779	ENST00000358808	P30622
ENSG00000130779	ENST00000620786	P30622
ENSG00000143341	ENST00000414277	
ENSG00000186487	ENST00000647738	Q9UL68
ENSG00000118513	ENST00000442647	P10242
ENSG00000139438	ENST00000538780	Q5U5X8
ENSG00000139438	ENST00000358906	Q5U5X8
ENSG00000147180	ENST00000373165	Q9Y462
ENSG00000186487	ENST00000644820	
ENSG00000147180	ENST00000276123	Q9Y462
ENSG00000147180	ENST00000360700	Q9Y462
ENSG00000186487	ENST00000648627	
ENSG00000186487	ENST00000407844	Q9UL68
ENSG00000186487	ENST00000399161	Q9UL68
ENSG00000186487	ENST00000648339	
ENSG00000144410	ENST00000272852	Q8IVL8
ENSG00000186487	ENST00000649840	
ENSG00000186487	ENST00000648928	Q9UL68
ENSG00000186487	ENST00000648318	
ENSG00000186487	ENST00000647618	
ENSG00000186487	ENST00000650399	
ENSG00000086619	ENST00000354619	Q86YB8
ENSG00000186487	ENST00000650485	
ENSG00000086619	ENST00000264181	
ENSG00000086619	ENST00000366589	
ENSG00000186487	ENST00000649092	
ENSG00000186487	ENST00000650560	
ENSG00000077585	ENST00000419162	
ENSG00000186487	ENST00000648933	
ENSG00000186487	ENST00000648753	
ENSG00000137726	ENST00000260282	Q9H0Q3
ENSG00000186487	ENST00000647687	
ENSG00000186487	ENST00000648931	
ENSG00000186487	ENST00000649207	Q9UL68
ENSG00000186487	ENST00000647694	Q9UL68
ENSG00000186487	ENST00000649663	
ENSG00000137726	ENST00000527717	Q9H0Q3
ENSG00000118263	ENST00000309446	O75840
ENSG00000186487	ENST00000428368	Q9UL68
ENSG00000137726	ENST00000526014	Q9H0Q3
ENSG00000186487	ENST00000648316	Q9UL68
ENSG00000186487	ENST00000648665	
ENSG00000137726	ENST00000524656	Q9H0Q3
ENSG00000186487	ENST00000399157	
ENSG00000118263	ENST00000421199	O75840
ENSG00000137726	ENST00000584394	
ENSG00000186487	ENST00000648885	
ENSG00000186487	ENST00000648943	
ENSG00000137726	ENST00000529335	
ENSG00000186487	ENST00000650589	
ENSG00000186487	ENST00000471668	
ENSG00000118263	ENST00000423015	O75840
ENSG00000186487	ENST00000648366	
ENSG00000240344	ENST00000286175	Q9H2H8
ENSG00000186487	ENST00000647848	
ENSG00000077585	ENST00000366592	O60478
ENSG00000118263	ENST00000458272	O75840
ENSG00000186487	ENST00000648430	
ENSG00000118263	ENST00000435602	
ENSG00000186487	ENST00000649741	
ENSG00000118263	ENST00000426163	
ENSG00000077585	ENST00000454895	
ENSG00000186487	ENST00000470954	
ENSG00000118263	ENST00000457962	
ENSG00000008118	ENST00000651530	
ENSG00000118263	ENST00000451244	
ENSG00000240344	ENST00000392283	Q9H2H8
ENSG00000186487	ENST00000602387	
ENSG00000118263	ENST00000412414	O75840
ENSG00000186487	ENST00000649810	
ENSG00000186487	ENST00000650081	
ENSG00000186487	ENST00000490585	
ENSG00000186487	ENST00000649641	
ENSG00000186487	ENST00000649709	
ENSG00000008118	ENST00000009105	Q96NX5
ENSG00000186487	ENST00000649313	
ENSG00000008118	ENST00000423146	
ENSG00000186487	ENST00000649587	
ENSG00000008118	ENST00000361322	Q96NX5
ENSG00000186487	ENST00000485348	
ENSG00000243480	ENST00000414303	P04746
ENSG00000243480	ENST00000423678	
ENSG00000091428	ENST00000397081	Q8WZA2
ENSG00000243480	ENST00000622339	P04746
ENSG00000240344	ENST00000415562	
ENSG00000240344	ENST00000409264	
ENSG00000186197	ENST00000637660	
ENSG00000186197	ENST00000439430	
ENSG00000240344	ENST00000409361	
ENSG00000240344	ENST00000409449	Q9H2H8
ENSG00000137726	ENST00000530956	Q9H0Q3
ENSG00000091428	ENST00000409036	
ENSG00000137726	ENST00000524841	
ENSG00000186197	ENST00000334232	Q8WWZ3
ENSG00000240344	ENST00000443398	
ENSG00000091428	ENST00000397087	Q8WZA2
ENSG00000240344	ENST00000457063	
ENSG00000186197	ENST00000359362	Q8WWZ3
ENSG00000186197	ENST00000642595	
ENSG00000132631	ENST00000377428	Q9UJQ7
ENSG00000137726	ENST00000584230	
ENSG00000091428	ENST00000397085	
ENSG00000137726	ENST00000539526	Q9H0Q3
ENSG00000091428	ENST00000535187	
ENSG00000091428	ENST00000540783	Q8WZA2
ENSG00000091428	ENST00000538974	Q8WZA2
ENSG00000123989	ENST00000243776	Q8IZ52
ENSG00000123989	ENST00000373891	
ENSG00000123989	ENST00000535926	Q8IZ52
ENSG00000189030	ENST00000339922	Q6RSH7
ENSG00000119973	ENST00000239032	P49683
ENSG00000188760	ENST00000344458	Q66K66
ENSG00000119973	ENST00000636925	P49683
ENSG00000188760	ENST00000421791	
ENSG00000188760	ENST00000373883	Q66K66
ENSG00000158882	ENST00000367988	Q969M1
ENSG00000188760	ENST00000451952	
ENSG00000144199	ENST00000414820	Q6P2I3
ENSG00000144199	ENST00000272610	Q6P2I3
ENSG00000158882	ENST00000367987	Q969M1
ENSG00000158882	ENST00000545897	Q969M1
ENSG00000013441	ENST00000321356	P49759
ENSG00000013441	ENST00000432425	P49759
ENSG00000163467	ENST00000368255	Q96A04
ENSG00000013441	ENST00000409769	
ENSG00000013441	ENST00000409403	
ENSG00000013441	ENST00000434813	P49759
ENSG00000163467	ENST00000368253	Q96A04
ENSG00000147123	ENST00000377811	Q9NX14
ENSG00000163467	ENST00000470342	
ENSG00000163467	ENST00000368254	Q96A04
ENSG00000163467	ENST00000481479	
ENSG00000163467	ENST00000368252	Q96A04
ENSG00000147123	ENST00000276062	Q9NX14
ENSG00000163467	ENST00000466306	
ENSG00000163467	ENST00000368251	Q96A04
ENSG00000013441	ENST00000621181	
ENSG00000237763	ENST00000430659	
ENSG00000196878	ENST00000356082	Q13751
ENSG00000196878	ENST00000367030	Q13751
ENSG00000196878	ENST00000455193	
ENSG00000196878	ENST00000415782	
ENSG00000196878	ENST00000391911	Q13751
ENSG00000118260	ENST00000430624	P16220
ENSG00000237763	ENST00000370083	P04745
ENSG00000118260	ENST00000432329	P16220
ENSG00000237763	ENST00000422549	
ENSG00000118260	ENST00000353267	P16220
ENSG00000118260	ENST00000445803	
ENSG00000118260	ENST00000421139	
ENSG00000120805	ENST00000261636	P40616
ENSG00000118260	ENST00000452474	
ENSG00000142675	ENST00000361530	Q969H4
ENSG00000118260	ENST00000414681	
ENSG00000118260	ENST00000448277	
ENSG00000118260	ENST00000457101	
ENSG00000118260	ENST00000418081	
ENSG00000118260	ENST00000455757	
ENSG00000120805	ENST00000539055	
ENSG00000120805	ENST00000536227	P40616
ENSG00000120805	ENST00000551688	
ENSG00000120805	ENST00000551828	P40616
ENSG00000120805	ENST00000551671	
ENSG00000120805	ENST00000551092	
ENSG00000120805	ENST00000548070	
ENSG00000142675	ENST00000481077	
ENSG00000142675	ENST00000374253	Q969H4
ENSG00000124429	ENST00000262753	Q8WVV4
ENSG00000142675	ENST00000525687	
ENSG00000144401	ENST00000432416	
ENSG00000144401	ENST00000458426	Q8WXB1
ENSG00000144401	ENST00000425132	Q8WXB1
ENSG00000124429	ENST00000373145	Q8WVV4
ENSG00000142675	ENST00000482227	
ENSG00000144401	ENST00000448007	Q8WXB1
ENSG00000142675	ENST00000531191	
ENSG00000144401	ENST00000272839	
ENSG00000033030	ENST00000543897	Q6NZY4
ENSG00000144401	ENST00000448823	
ENSG00000076321	ENST00000209884	Q9Y2M5
ENSG00000033030	ENST00000536306	Q6NZY4
ENSG00000144401	ENST00000406927	Q8WXB1
ENSG00000142675	ENST00000528281	
ENSG00000144401	ENST00000426075	Q8WXB1
ENSG00000144401	ENST00000442521	Q8WXB1
ENSG00000144401	ENST00000411432	Q8WXB1
ENSG00000033030	ENST00000633063	Q6NZY4
ENSG00000033030	ENST00000544054	
ENSG00000033030	ENST00000536663	
ENSG00000166211	ENST00000551346	Q8N5J4
ENSG00000033030	ENST00000540586	
ENSG00000115687	ENST00000234040	Q96RG2
ENSG00000115687	ENST00000405260	Q96RG2
ENSG00000115687	ENST00000358649	Q96RG2
ENSG00000115687	ENST00000403638	Q96RG2
ENSG00000182872	ENST00000377604	P98175
ENSG00000115687	ENST00000437780	
ENSG00000125458	ENST00000582160	
ENSG00000115687	ENST00000433589	
ENSG00000115687	ENST00000415234	
ENSG00000182872	ENST00000628161	P98175
ENSG00000117594	ENST00000615289	
ENSG00000182872	ENST00000345781	P98175
ENSG00000115687	ENST00000452907	
ENSG00000117594	ENST00000261465	
ENSG00000117594	ENST00000367027	P28845
ENSG00000115687	ENST00000544142	Q96RG2
ENSG00000182872	ENST00000329236	P98175
ENSG00000117594	ENST00000367028	P28845
ENSG00000115687	ENST00000629419	
ENSG00000125458	ENST00000580758	Q8TCD5
ENSG00000123689	ENST00000367029	P27469
ENSG00000125458	ENST00000245552	Q8TCD5
ENSG00000125458	ENST00000578407	
ENSG00000125458	ENST00000582744	
ENSG00000188419	ENST00000357749	P24386
ENSG00000125458	ENST00000580423	
ENSG00000125458	ENST00000582170	
ENSG00000188419	ENST00000615443	P24386
ENSG00000125458	ENST00000578337	
ENSG00000125449	ENST00000581078	Q9H6L4
ENSG00000125449	ENST00000582136	
ENSG00000125449	ENST00000245543	Q9H6L4
ENSG00000125449	ENST00000584947	
ENSG00000163468	ENST00000295688	P49368
ENSG00000116690	ENST00000533951	
ENSG00000163468	ENST00000368259	P49368
ENSG00000116690	ENST00000367482	
ENSG00000163468	ENST00000368258	
ENSG00000163468	ENST00000368262	
ENSG00000163468	ENST00000472765	
ENSG00000163468	ENST00000413555	
ENSG00000163468	ENST00000496684	
ENSG00000163468	ENST00000533194	
ENSG00000163468	ENST00000446905	
ENSG00000163468	ENST00000478640	
ENSG00000163468	ENST00000415548	
ENSG00000116690	ENST00000635041	Q92954
ENSG00000116690	ENST00000445192	Q92954
ENSG00000116690	ENST00000367483	Q92954
ENSG00000116690	ENST00000367485	Q92954
ENSG00000173020	ENST00000308595	P25098
ENSG00000173020	ENST00000526285	
ENSG00000047410	ENST00000367478	P12270
ENSG00000124006	ENST00000404537	O75147
ENSG00000124006	ENST00000373876	
ENSG00000143257	ENST00000512372	Q14994
ENSG00000174876	ENST00000370080	P04745
ENSG00000124006	ENST00000603926	O75147
ENSG00000124006	ENST00000604031	
ENSG00000124006	ENST00000456147	
ENSG00000047410	ENST00000451586	
ENSG00000047410	ENST00000613151	P12270
ENSG00000174876	ENST00000446703	
ENSG00000124006	ENST00000373873	O75147
ENSG00000174876	ENST00000425410	
ENSG00000124006	ENST00000289656	
ENSG00000174876	ENST00000330330	P04745
ENSG00000123999	ENST00000243786	P05111
ENSG00000091436	ENST00000409176	Q9NYL2
ENSG00000091436	ENST00000338983	Q9NYL2
ENSG00000091436	ENST00000375213	Q9NYL2
ENSG00000091436	ENST00000422149	
ENSG00000091436	ENST00000539448	Q9NYL2
ENSG00000143257	ENST00000367983	Q14994
ENSG00000185278	ENST00000367704	Q5TC79
ENSG00000143257	ENST00000437437	Q14994
ENSG00000185278	ENST00000367702	Q5TC79
ENSG00000185278	ENST00000367701	Q5TC79
ENSG00000185278	ENST00000427304	Q5TC79
ENSG00000143257	ENST00000442691	Q14994
ENSG00000111011	ENST00000331738	Q7L4I2
ENSG00000120334	ENST00000356198	Q8N0S6
ENSG00000120334	ENST00000345664	Q8N0S6
ENSG00000129116	ENST00000505667	Q8WX93
ENSG00000120334	ENST00000367710	Q8N0S6
ENSG00000115685	ENST00000438799	
ENSG00000129116	ENST00000261509	Q8WX93
ENSG00000115685	ENST00000402734	Q15435
ENSG00000129116	ENST00000511948	
ENSG00000143257	ENST00000412844	Q14994
ENSG00000129116	ENST00000508898	
ENSG00000143257	ENST00000428574	Q14994
ENSG00000143257	ENST00000505005	Q14994
ENSG00000143257	ENST00000508740	Q14994
ENSG00000129116	ENST00000504519	
ENSG00000143257	ENST00000367982	Q14994
ENSG00000111011	ENST00000433877	
ENSG00000115685	ENST00000423280	
ENSG00000115685	ENST00000407025	Q15435
ENSG00000129116	ENST00000512127	Q8WX93
ENSG00000129116	ENST00000513245	
ENSG00000111011	ENST00000532695	
ENSG00000129116	ENST00000503457	
ENSG00000115685	ENST00000272983	Q15435
ENSG00000129116	ENST00000649826	
ENSG00000129116	ENST00000510998	
ENSG00000129116	ENST00000393726	
ENSG00000144354	ENST00000347703	Q9BWT1
ENSG00000115685	ENST00000234038	Q15435
ENSG00000129116	ENST00000507735	Q8WX93
ENSG00000143257	ENST00000506018	
ENSG00000144354	ENST00000306721	Q9BWT1
ENSG00000144354	ENST00000410101	Q9BWT1
ENSG00000144354	ENST00000410019	Q9BWT1
ENSG00000115685	ENST00000404405	
ENSG00000129116	ENST00000503290	
ENSG00000115685	ENST00000439916	
ENSG00000144354	ENST00000435616	
ENSG00000111011	ENST00000344591	
ENSG00000115685	ENST00000406106	Q15435
ENSG00000111011	ENST00000528263	
ENSG00000111011	ENST00000527399	
ENSG00000115685	ENST00000401987	Q15435
ENSG00000115685	ENST00000427172	
ENSG00000111011	ENST00000526560	
ENSG00000115685	ENST00000450367	
ENSG00000145439	ENST00000510042	
ENSG00000143257	ENST00000508387	
ENSG00000143257	ENST00000504010	Q14994
ENSG00000143257	ENST00000511676	Q14994
ENSG00000143257	ENST00000502985	
ENSG00000111011	ENST00000528279	
ENSG00000115685	ENST00000415769	
ENSG00000145439	ENST00000306193	Q8N4T8
ENSG00000145439	ENST00000504480	Q8N4T8
ENSG00000145439	ENST00000504561	
ENSG00000145439	ENST00000506808	
ENSG00000135976	ENST00000652721	
ENSG00000145439	ENST00000507752	
ENSG00000135976	ENST00000461153	
ENSG00000135976	ENST00000420699	A6QL64
ENSG00000143257	ENST00000512340	
ENSG00000143257	ENST00000510951	
ENSG00000143257	ENST00000367981	Q14994
ENSG00000143257	ENST00000502848	
ENSG00000143257	ENST00000515621	
ENSG00000117593	ENST00000361951	Q6PI48
ENSG00000132677	ENST00000451864	
ENSG00000117593	ENST00000648960	
ENSG00000143257	ENST00000507215	
ENSG00000117593	ENST00000648807	
ENSG00000143257	ENST00000511944	
ENSG00000143257	ENST00000511748	
ENSG00000135976	ENST00000639293	
ENSG00000117593	ENST00000647788	
ENSG00000117593	ENST00000649067	
ENSG00000117593	ENST00000647730	
ENSG00000135976	ENST00000620383	
ENSG00000132677	ENST00000537040	Q9H310
ENSG00000117593	ENST00000649689	Q6PI48
