gene	chrom	position
SLC30A7	1	100896263
SLC30A8	8	1507238257
SLC30A9	4	730820956
SLC31A1	9	1648413235
SLC31A2	9	1648308161
SLC32A1	20	2747020923
SLC33A1	3	646619847
SLC34A1	5	1056391094
SLC34A2	4	714492805
SLC34A3	9	1672388789
SLC35A1	6	1147846581
SLC35A2	23	2918919830
SLC35A3	1	99970537
SLC35A4	5	1019572522
SLC35A5	3	603355041
SLC35B2	6	1104628283
SLC35B3	6	1068787126
SLC35B4	7	1365252991
SLC35C1	11	1852711629
SLC35C2	20	2754646592
SLC35D1	1	67004340
SLC35D2	9	1631478328
SLC35D3	6	1197296006
SLC35E1	19	2666278488
SLC35E2A	1	1725414
SLC35E2B	1	1665782
SLC35E3	12	2010039864
SLC35E4	22	2849870623
SLC35F1	6	1178281304
SLC35F2	11	1914698442
SLC35F3	1	233905078
SLC35F4	14	2246418258
SLC35F5	2	362636138
SLC35F6	2	275682713
SLC35G1	10	1767173119
SLC35G2	3	627646098
SLC35G3	17	2521576177
SLC35G4	18	2581087057
SLC35G5	8	1401434036
SLC35G6	17	2493864403
SLC36A1	5	1030464145
SLC36A2	5	1030322169
SLC36A3	5	1030282745
SLC36A4	11	1900054364
SLC37A1	21	2815088253
SLC37A2	11	1931969195
SLC37A3	7	1371293421
SLC38A1	12	1987482456
SLC38A10	17	2567628442
SLC38A11	2	413816800
SLC38A2	12	1987654597
SLC38A3	3	541005837
SLC38A4	12	1988060187
SLC38A5	23	2918475399
SLC38A6	14	2249835401
SLC38A7	16	2454974282
SLC38A8	16	2480316760
SLC38A9	5	934631846
SLC39A1	1	153960098
SLC39A10	2	444598406
SLC39A11	17	2559030470
SLC39A12	10	1691232362
SLC39A13	11	1854315922
SLC39A14	8	1412507640
SLC39A2	14	2209853570
SLC39A3	19	2652457560
SLC39A4	8	1534515467
SLC39A5	12	1997524761
SLC39A6	18	2605587054
SLC39A7	6	1093574823
SLC39A8	4	791083726
SLC39A9	14	2258253493
SLC3A1	2	293193899
SLC3A2	11	1869762097
SLC40A1	2	438480241
SLC41A1	1	205791533
SLC41A2	12	2046098638
SLC41A3	3	616798044
SLC43A1	11	1864390923
SLC43A2	17	2487958490
SLC43A3	11	1864313619
SLC44A1	9	1640401955
SLC44A2	19	2660327340
SLC44A3	1	94820452
SLC44A4	6	1092237204
SLC44A5	1	75203727
SLC45A1	1	8318109
SLC45A2	5	912950000
SLC45A3	1	205659234
SLC45A4	8	1531314371
SLC46A1	17	2514782542
SLC46A2	9	1648036848
SLC46A3	13	2103228789
SLC47A1	17	2505916826
SLC47A2	17	2506061572
SLC48A1	12	1989066791
SLC49A3	4	689512262
SLC49A4	3	613586830
SLC4A1	17	2530633344
SLC4A10	2	410542882
SLC4A11	20	2711523985
SLC4A1AP	2	276582116
SLC4A2	7	1382020146
SLC4A3	2	468546356
SLC4A4	4	760066881
SLC4A5	2	323139830
SLC4A7	3	518168401
SLC4A8	12	1992718474
SLC4A9	5	1019365589
SLC50A1	1	155135672
SLC51A	3	687008350
SLC51B	15	2359433922
SLC52A1	17	2491415843
SLC52A2	8	1534462223
SLC52A3	20	2709057224
SLC5A1	22	2851277454
SLC5A10	17	2505335092
SLC5A11	16	2421165620
SLC5A12	11	1833576929
SLC5A2	16	2427790113
SLC5A3	21	2806664997
SLC5A4	22	2851452686
SLC5A5	19	2667597129
SLC5A6	2	276118799
SLC5A7	2	356906519
SLC5A8	12	2042450765
SLC5A9	1	48222737
SLC6A1	3	501808849
SLC6A11	3	501607903
SLC6A12	12	1941484554
SLC6A13	12	1941514434
SLC6A14	23	2986453176
SLC6A15	12	2026155118
SLC6A16	19	2699014932
SLC6A17	1	110166930
SLC6A18	5	880230830
SLC6A19	5	880207003
SLC6A2	16	2451963671
SLC6A20	3	536550615
SLC6A3	5	880400087
SLC6A4	17	2516581342
SLC6A5	11	1827505500
SLC6A6	3	505194231
SLC6A7	5	1029195680
SLC6A8	23	3023705041
SLC6A9	1	43997545
SLC7A1	13	2104042322
SLC7A10	19	2682933700
SLC7A11	4	827002260
SLC7A13	8	1476317342
SLC7A14	3	661258692
SLC7A2	8	1407641754
SLC7A3	23	2940942279
SLC7A4	22	2840263227
SLC7A5	16	2484139946
SLC7A6	16	2464581703
SLC7A6OS	16	2464608251
SLC7A7	14	2211627733
SLC7A8	14	2211981300
SLC7A9	19	2682555429
SLC8A1	2	289033616
SLC8A2	19	2697154898
SLC8A3	14	2258900070
SLC8B1	12	2054593263
SLC9A1	1	27100307
SLC9A2	2	351538212
SLC9A3	5	879478731
SLC9A3R1	17	2561131733
SLC9A3R2	16	2398333982
SLC9A4	2	351392123
SLC9A5	16	2463555991
SLC9A6	23	3006001969
SLC9A7	23	2916623418
SLC9A8	20	2758109121
SLC9A9	3	634058339
SLC9B1	4	791715537
SLC9B2	4	791856674
SLC9C1	3	602932909
SLC9C2	1	173501094
SLCO1A2	12	1962563034
SLCO1B1	12	1962435061
SLCO1B3	12	1962109225
SLCO1B7	12	1962309182
SLCO1C1	12	1961993063
SLCO2A1	3	624726350
SLCO2B1	11	1882057209
SLCO3A1	15	2386237826
SLCO4A1	20	2770952653
SLCO4C1	5	981242210
SLCO5A1	8	1459775798
SLCO6A1	5	981378704
SLF1	5	973634163
SLF2	10	1774192196
SLFN11	17	2521735242
SLFN12	17	2521794224
SLFN12L	17	2521857809
SLFN13	17	2521823481
SLFN14	17	2521931125
SLFN5	17	2521641577
SLFNL1	1	41016106
SLIRP	14	2266562235
SLIT1	10	1770280197
SLIT2	4	709084120
SLIT3	5	1047671806
SLITRK1	13	2158407259
SLITRK2	23	3015838892
SLITRK3	3	655979534
SLITRK4	23	3013645061
SLITRK5	13	2162203231
SLITRK6	13	2160321825
SLK	10	1777246831
SLMAP	3	548549289
SLN	11	1914613662
SLPI	20	2753548613
SLTM	15	2353263916
SLU7	5	1039408637
SLURP1	8	1532844072
SLURP2	8	1532867534
SLX1A	16	2426501061
SLX1B	16	2425761719
SLX4	16	2399889318
SLX4IP	20	2718754403
SMAD1	4	834344918
SMAD2	18	2617319288
SMAD3	15	2361450072
SMAD4	18	2620524508
SMAD5	5	1015159113
SMAD6	15	2361087176
SMAD7	18	2618398833
SMAD9	13	2111376518
SMAGP	12	1992539427
SMAP1	6	1131041601
SMAP2	1	40374121
SMARCA1	23	2999463628
SMARCA2	9	1537186109
SMARCA4	19	2660708961
SMARCA5	4	832344229
SMARCAD1	4	783038699
SMARCAL1	2	465333068
SMARCB1	22	2843021342
SMARCC1	3	538379846
SMARCC2	12	1997457175
SMARCD1	12	1991378856
SMARCD2	17	2550215824
SMARCD3	7	1382197261
SMARCE1	17	2527011671
SMC1A	23	2923396569
SMC1B	22	2864578728
SMC2	9	1639252471
SMC3	10	1783846902
SMC4	3	651192464
SMC5	9	1605416165
SMC6	2	266583862
SMCHD1	18	2572133537
SMCO1	3	687299524
SMCO2	12	1968764118
SMCO3	12	1956099489
SMCO4	11	1900384837
SMCP	1	152884423
SMCR8	17	2504698676
SMDT1	22	2861313941
SMG1	16	2415116545
SMG5	1	156250587
SMG6	17	2488444378
SMG7	1	183472621
SMG8	17	2545592938
SMG9	19	2693456405
SMIM1	1	3775374
SMIM10	23	3005007562
SMIM10L1	12	1952464843
SMIM10L2B	23	3005114863
SMIM11A	21	2806949303
SMIM11B	21	2780318774
SMIM12	1	34855699
SMIM13	6	1071467891
SMIM14	4	728382430
SMIM15	5	940165299
SMIM17	19	2706370477
SMIM18	8	1420748239
SMIM19	8	1432649402
SMIM2	13	2118671760
SMIM20	4	714744618
SMIM21	18	2644888325
SMIM22	16	2401102711
SMIM23	5	1050791224
SMIM24	19	2653199652
SMIM26	20	2726863677
SMIM27	9	1567709521
SMIM3	5	1029800793
SMIM30	7	1344075557
SMIM31	4	853600748
SMIM32	5	1015197565
SMIM4	3	543328393
SMIM5	17	2562023088
SMIM6	17	2562030263
SMIM7	19	2666372055
SMIM8	6	1147710609
SMIM9	23	3024840221
SMKR1	7	1360460983
SMLR1	6	1191200991
SMN1	5	949930456
SMN2	5	949055038
SMNDC1	10	1783573235
SMO	7	1360147310
SMOC1	14	2258733802
SMOC2	6	1228814948
SMOX	20	2712471254
SMPD1	11	1813296426
SMPD2	6	1169814699
SMPD3	16	2464668182
SMPD4	2	379070918
SMPDL3A	6	1183162924
SMPDL3B	1	27935184
SMPX	23	2891754029
SMR3A	4	759192420
SMR3B	4	759214815
SMS	23	2891957291
SMTN	22	2850317093
SMTNL1	11	1864448470
SMTNL2	17	2490967492
SMU1	9	1568204379
SMUG1	12	1995475005
SMURF1	7	1329988742
SMURF2	17	2550928734
SMYD1	2	336986228
SMYD2	1	214281255
SMYD3	1	245749563
SMYD4	17	2488164172
SMYD5	2	322132630
SNAI1	20	2758279258
SNAI2	8	1439021736
SNAI3	16	2484985424
SNAP23	15	2336895764
SNAP25	20	2718571690
SNAP29	22	2840093283
SNAP47	1	227735410
SNAP91	6	1143929730
SNAPC1	14	2250616584
SNAPC2	19	2657645176
SNAPC3	9	1550579966
SNAPC4	9	1671533442
SNAPC5	15	2360878353
SNAPIN	1	153658744
SNCA	4	778556932
SNCAIP	5	1001396487
SNCB	5	1055626163
SNCG	10	1760237783
SND1	7	1358610532
SNED1	2	489917201
SNF8	17	2535313361
SNIP1	1	37537748
SNN	16	2407983036
SNORC	2	481788705
SNPH	20	2709592438
SNRK	3	534094841
SNRNP200	2	345193375
SNRNP25	16	2396360966
SNRNP27	2	318812348
SNRNP35	12	2064753375
SNRNP40	1	31260072
SNRNP48	6	1067963835
SNRNP70	19	2698811224
SNRPA	19	2690476218
SNRPA1	15	2395665641
SNRPB	20	2710757954
SNRPB2	20	2725027901
SNRPC	6	1095131121
SNRPD1	18	2591089891
SNRPD2	19	2695412362
SNRPD3	22	2843791847
SNRPE	1	203861660
SNRPF	12	2037152560
SNRPG	2	319199997
SNRPN	15	2319358371
SNTA1	20	2741704705
SNTB1	8	1510641806
SNTB2	16	2465494143
SNTG1	8	1440497168
SNTG2	2	249869360
SNTN	3	554444325
SNU13	22	2860909105
SNUPN	15	2369982275
SNURF	15	2319338966
SNW1	14	2266572186
SNX1	15	2358479931
SNX10	7	1257304601
SNX11	17	2534494930
SNX12	23	2941077482
SNX13	7	1248752203
SNX14	6	1145879544
SNX15	11	1871933365
SNX16	8	1471904426
SNX17	2	276289107
SNX18	5	933523305
SNX19	11	1937784249
SNX2	5	1001780456
SNX20	16	2446974991
SNX21	20	2754130118
SNX22	15	2358535693
SNX24	5	1001850986
SNX25	4	874077661
SNX27	1	151612202
SNX29	16	2408283783
SNX3	6	1168585726
SNX30	9	1647908088
SNX31	8	1490676794
SNX32	11	1872739893
SNX33	15	2370033020
SNX4	3	616239416
SNX5	20	2726238555
SNX6	14	2223417245
SNX7	1	98661732
SNX8	7	1233213214
SNX9	6	1218197012
SOAT1	1	179302685
SOAT2	12	1994397064
SOBP	6	1167864194
SOCS1	16	2407561819
SOCS2	12	2034866384
SOCS3	17	2564741304
SOCS4	14	2243897165
SOCS5	2	295676894
SOCS6	18	2639802130
SOCS7	17	2524735131
SOD1	21	2804229568
SOD2	6	1220056070
SOD3	4	713629826
SOGA1	20	2745073972
SOGA3	6	1187846858
SOHLH1	9	1670850683
SOHLH2	13	2110696876
SON	21	2806112891
SORBS1	10	1768594144
SORBS2	4	874417931
SORBS3	8	1412657436
SORCS1	10	1779856505
SORCS2	4	696022951
SORCS3	10	1777920413
SORD	15	2339407201
SORL1	11	1928358159
SORT1	1	109314043
SOS1	2	287904187
SOS2	14	2238972467
SOST	17	2530138228
SOSTDC1	7	1247420706
SOWAHA	5	1011818974
SOWAHB	4	765725772
SOWAHC	2	358532853
SOWAHD	23	2989775134
SOX1	13	2186595501
SOX10	22	2857207667
SOX11	2	254611085
SOX12	20	2708622123
SOX13	1	204112916
SOX14	3	628556422
SOX15	17	2493971264
SOX17	8	1444561068
SOX18	20	2772344364
SOX2	3	672503998
SOX21	13	2169239061
SOX3	23	3010520186
SOX30	5	1036631692
SOX4	6	1081968112
SOX5	12	1964827705
SOX6	11	1822878636
SOX7	8	1400828667
SOX8	16	2397288899
SOX9	17	2558504278
SP1	12	1994673778
SP100	2	479334660
SP110	2	479087487
SP140	2	479144208
SP140L	2	479245633
SP2	17	2534279173
SP3	2	422828304
SP4	7	1252386410
SP5	2	419633876
SP6	17	2534230185
SP7	12	1994621632
SP8	7	1251742448
SP9	2	423253456
SPA17	11	1931581092
SPACA1	6	1148421483
SPACA3	17	2519374825
SPACA4	19	2698331788
SPACA5	23	2918024269
SPACA5B	23	2918147154
SPACA6	19	2701418336
SPACA7	13	2186904228
SPACA9	9	1668041034
SPAG1	8	1490265210
SPAG11A	8	1397950976
SPAG11B	8	1397550944
SPAG16	2	462202847
SPAG17	1	117963799
SPAG4	20	2743912202
SPAG5	17	2514960585
SPAG6	10	1695624697
SPAG7	17	2491342420
SPAG8	9	1570965259
SPAG9	17	2537349158
SPAM1	7	1354911729
SPANXA1	23	3011600204
SPANXA2	23	3011606234
SPANXB1	23	3011019160
SPANXC	23	3011257983
SPANXD	23	3011713931
SPANXN1	23	3015264053
SPANXN2	23	3013728501
SPANXN3	23	3013525281
SPANXN4	23	3013042481
SPANXN5	23	2922812954
SPARC	5	1030668923
SPARCL1	4	776304079
SPART	13	2110832207
SPAST	2	280982195
SPATA1	1	84516294
SPATA12	3	547865332
SPATA13	13	2098750772
SPATA16	3	663681207
SPATA17	1	217631379
SPATA18	4	740882009
SPATA19	11	1940747866
SPATA2	20	2758201817
SPATA20	17	2536930095
SPATA21	1	16398765
SPATA22	17	2489823033
SPATA24	5	1018402152
SPATA25	20	2754182715
SPATA2L	16	2486004310
SPATA3	2	479914597
SPATA31A3	9	1602143540
SPATA31A5	9	1596071522
SPATA31A6	9	1577340774
SPATA31A7	9	1596347151
SPATA31D1	9	1617145905
SPATA31D3	9	1617100672
SPATA31D4	9	1617085600
SPATA31E1	9	1623039978
SPATA32	17	2531637312
SPATA33	16	2485964778
SPATA4	4	865015084
SPATA45	1	212830242
SPATA46	1	162374048
SPATA48	7	1281054244
SPATA5	4	811753447
SPATA5L1	15	2339786347
SPATA6	1	48298713
SPATA6L	9	1539761266
SPATA7	14	2277239942
SPATA9	5	974663975
SPATC1	8	1534115445
SPATC1L	21	2818731177
SPATS1	6	1104716673
SPATS2	12	1990754499
SPATS2L	2	449227436
SPC24	19	2660871992
SPC25	2	417789794
SPCS2	11	1881855113
SPCS3	4	865150381
SPDEF	6	1094911851
SPDL1	5	1048593769
SPDYA	2	277734378
SPDYC	11	1872076063
SPDYE1	7	1274959184
SPDYE16	7	1307491852
SPDYE2	7	1333511414
SPDYE2B	7	1333610507
SPDYE3	7	1331266044
SPDYE4	17	2495136024
SPDYE5	7	1306452206
SPDYE6	7	1333306260
SPECC1	17	2506479538
SPECC1L	22	2843536404
SPEF1	20	2712074410
SPEF2	5	914623350
SPEG	2	468353341
SPEM1	17	2493803271
SPEM2	17	2493808575
SPEN	1	15848068
SPERT	13	2120230233
SPESP1	15	2363314571
SPG11	15	2338947038
SPG21	15	2359347537
SPG7	16	2485815394
SPHAR	1	229305135
SPHK1	17	2562767992
SPHK2	19	2698345324
SPHKAP	2	476900080
SPI1	11	1854261054
SPIB	19	2700143772
SPIC	12	2042770391
SPICE1	3	604236944
SPIDR	8	1437363888
SPIN1	9	1623583626
SPIN2A	23	2927152287
SPIN2B	23	2927136319
SPIN3	23	2927010637
SPIN4	23	2933366536
SPINDOC	11	1870719514
SPINK1	5	1026830013
SPINK13	5	1027275425
SPINK14	5	1027175085
SPINK2	4	745640289
SPINK4	9	1568397295
SPINK5	5	1027069397
SPINK6	5	1027208449
SPINK7	5	1027317836
SPINK8	3	539098629
SPINK9	5	1027340966
SPINT1	15	2335228472
SPINT2	19	2687989702
SPINT3	20	2753808849
SPINT4	20	2754018566
SPIRE1	18	2581927099
SPIRE2	16	2486135527
SPN	16	2425970705
SPNS1	16	2425282128
SPNS2	17	2490881934
SPNS3	17	2490816854
SPO11	20	2765626066
SPOCD1	1	31790603
SPOCK1	5	1015984006
SPOCK2	10	1745341845
SPOCK3	4	855565225
SPON1	11	1820868732
SPON2	4	689997776
SPOP	17	2535983264
SPOPL	2	387468580
SPOUT1	9	1663979851
SPP1	4	776807200
SPP2	2	482969150
SPPL2A	15	2345091717
SPPL2B	19	2652053519
SPPL2C	17	2532227793
SPPL3	12	2062058485
SPR	2	321805796
SPRED1	15	2332637103
SPRED2	2	314231864
SPRED3	19	2688115112
SPRN	10	1806702311
SPRR1A	1	152985231
SPRR1B	1	153032346
SPRR2A	1	153056517
SPRR2B	1	153070621
SPRR2D	1	153040128
SPRR2E	1	153093533
SPRR2F	1	153112515
SPRR2G	1	153149889
SPRR3	1	153003021
SPRR4	1	152971891
SPRTN	1	231338384
SPRY1	4	812231896
SPRY2	13	2154864600
SPRY3	23	3025790338
SPRY3	24	3082987267
SPRY4	5	1021319561
SPRYD3	12	1994359318
SPRYD4	12	1997762078
SPRYD7	13	2124442905
SPSB1	1	9355892
SPSB2	12	1948164678
SPSB3	16	2398084073
SPSB4	3	631857742
SPTA1	1	158611264
SPTAN1	9	1663723827
SPTB	14	2253603429
SPTBN1	2	303444782
SPTBN2	11	1873591698
SPTBN4	19	2690197431
SPTBN5	15	2336232533
SPTLC1	9	1627189551
SPTLC2	14	2266366407
SPTLC3	20	2721305466
SPTSSA	14	2223289324
SPTSSB	3	652137730
SPTY2D1	11	1825515688
SPTY2D1OS	11	1825505756
SPX	12	1962819959
SPZ1	5	959325568
SQLE	8	1515102333
SQOR	15	2340042841
SQSTM1	5	1058826289
SRA1	5	1019556052
SRARP	1	16004304
SRBD1	2	294307673
SRC	20	2745680352
SRCAP	16	2427007801
SRCIN1	17	2524916183
SRD5A1	5	885638929
SRD5A2	2	280444559
SRD5A3	4	744176641
SREBF1	17	2504195508
SREBF2	22	2861067443
SREK1	5	945149729
SREK1IP1	5	943729736
SRF	6	1103545234
SRFBP1	5	1000967385
SRGAP1	12	2005138303
SRGAP2	1	206205971
SRGAP2B	1	144892160
SRGAP2C	1	121187447
SRGAP3	3	499777156
SRGN	10	1742367243
SRI	7	1319164636
SRL	16	2400499129
SRM	1	11054865
SRMS	20	2771837016
SRP14	15	2334420250
SRP19	5	991866729
SRP54	14	2223850833
SRP68	17	2562422592
SRP72	4	745297940
SRP9	1	225777941
SRPK1	6	1096208881
SRPK2	7	1336075996
SRPK3	23	3023797553
SRPRA	11	1933169743
SRPRB	3	624597486
SRPX	23	2908166177
SRPX2	23	2970662789
SRR	17	2488698447
SRRD	22	2845718063
SRRM1	1	24643327
SRRM2	16	2399063341
SRRM4	12	2060275369
SRRM5	19	2693336931
SRRT	7	1331833749
SRSF1	17	2544388292
SRSF10	1	23967663
SRSF11	1	70221637
SRSF12	6	1149472155
SRSF2	17	2563119047
SRSF3	6	1096970340
SRSF4	1	29148410
SRSF5	14	2258622280
SRSF6	20	2751754232
SRSF7	2	287663496
SRSF8	11	1901973054
SRSF9	12	2061755505
SRXN1	20	2708944912
SRY	24	3028813864
SS18	18	2595495815
SS18L1	20	2770440019
SS18L2	3	533382535
SSB	2	418719324
SSBP1	7	1372697325
SSBP2	5	960425856
SSBP3	1	54227131
SSBP4	19	2668144458
SSC4D	7	1307348217
SSC5D	19	2705213399
SSH1	12	2050081474
SSH2	17	2516013727
SSH3	11	1874209453
SSMEM1	7	1361166069
SSNA1	9	1672345813
SSPN	12	1967489159
SSR1	6	1067663441
SSR2	1	156009540
SSR3	3	647334840
SSR4	23	3023811154
SSRP1	11	1864232234
SSSCA1	11	1872476319
SST	3	678460702
SSTR1	14	2227063513
SSTR2	17	2559552206
SSTR3	22	2856440719
SSTR4	20	2731331682
SSTR5	16	2397385845
SSU72	1	1542066
SSUH2	3	499411505
SSX1	23	2918273708
SSX2	23	2922714454
SSX2B	23	2922769147
SSX2IP	1	84647433
SSX3	23	2918363970
SSX4	23	2918400520
SSX4B	23	2918419109
SSX5	23	2918204097
SSX7	23	2922661909
ST13	22	2860060710
ST14	11	1937065807
ST18	8	1442216127
ST20	15	2374282848
ST20-MTHFS	15	2374229127
ST3GAL1	8	1523562693
ST3GAL2	16	2466688665
ST3GAL3	1	43736263
ST3GAL4	11	1933311983
ST3GAL5	2	334758507
ST3GAL6	3	589524501
ST5	11	1815599923
ST6GAL1	3	677834341
ST6GAL2	2	355725041
ST6GALNAC1	17	2563008216
ST6GALNAC2	17	2562948990
ST6GALNAC3	1	76074867
ST6GALNAC4	9	1663065478
ST6GALNAC5	1	76867676
ST6GALNAC6	9	1663043558
ST7	7	1347911699
ST7L	1	112526013
ST8SIA1	12	1963495038
ST8SIA2	15	2386777982
ST8SIA3	18	2626830308
ST8SIA4	5	979817199
ST8SIA5	18	2616157503
ST8SIA6	10	1690599963
STAB1	3	543287051
STAB2	12	2044880963
STAC	3	527172281
STAC2	17	2525595178
STAC3	12	1998537298
STAG1	3	627129891
STAG2	23	2994039094
STAG3	7	1331138715
STAM	10	1690923425
STAM2	2	401038937
STAMBP	2	322749220
STAMBPL1	10	1762180794
STAP1	4	756389114
STAP2	19	2654048942
STAR	8	1428247202
STARD10	11	1879660724
STARD13	13	2107633435
STARD3	17	2526036418
STARD3NL	7	1269165663
STARD4	5	990505238
STARD5	15	2375697173
STARD6	18	2623802153
STARD7	2	345105093
STARD8	23	2938664349
STARD9	15	2336959633
STAT1	2	439889066
STAT2	12	1997636875
STAT3	17	2528698631
STAT4	2	439948203
STAT5A	17	2528672298
STAT5B	17	2528584624
STAT6	12	1998390058
STATH	4	758828742
STAU1	20	2757411076
STAU2	8	1463524301
STBD1	4	765137074
STC1	8	1413947699
STC2	5	1052323199
STEAP1	7	1321117947
STEAP1B	7	1253377962
STEAP2	7	1321183241
STEAP3	2	368149376
STEAP4	7	1319237556
STH	17	2532382166
STIL	1	47251136
STIM1	11	1810762098
STIM2	4	715691523
STIMATE	3	543632131
STIP1	11	1871091652
STK10	5	1051050234
STK11	19	2650931723
STK11IP	2	468516483
STK16	2	468164363
STK17A	7	1274541402
STK17B	2	445055810
STK19	6	1092345574
STK24	13	2172981015
STK25	2	490414025
STK26	23	3002040084
STK3	8	1488558771
STK31	7	1254668444
STK32A	5	1026244987
STK32B	4	693882168
STK32C	10	1805487095
STK33	11	1815298337
STK35	20	2710398080
STK36	2	467591193
STK38	6	1096869361
STK38L	12	1968591207
STK39	2	416873859
STK4	20	2753262767
STK40	1	36341755
STKLD1	9	1668533560
STMN1	1	25885723
STMN2	8	1469714125
STMN3	20	2771937536
STMN4	8	1417339775
STMND1	6	1077475835
STMP1	7	1366620738
STN1	10	1777161769
STOM	9	1656496707
STOML1	15	2368367854
STOML2	9	1570257121
STOML3	13	2113494667
STON1	2	297498997
STON1-GTF2A1L	2	297498997
STON2	14	2270115905
STOX1	10	1742106709
STOX2	4	872737095
STPG1	1	24358543
STPG2	4	786389362
STPG3	9	1672408373
STPG4	2	296005371
STRA6	15	2368563997
STRA8	7	1366190137
STRADA	17	2550086485
STRADB	2	450373204
STRAP	12	1957176194
STRBP	9	1658282683
STRC	15	2337983589
STRIP1	1	110034638
STRIP2	7	1360392631
STRN	2	285767819
STRN3	14	2219749534
STRN4	19	2696445411
STS	23	2877236142
STT3A	11	1932501743
STT3B	3	522324636
STUB1	16	2396987502
STUM	1	226548905
STX10	19	2662869219
STX11	6	1204560205
STX12	1	27773308
STX16	20	2766948205
STX17	9	1635072326
STX18	4	693250338
STX19	3	584806022
STX1A	7	1304658565
STX1B	16	2427299797
STX2	12	2072085386
STX3	11	1866661433
STX4	16	2427340497
STX5	11	1869713296
STX6	1	180976570
STX7	6	1192834335
STX8	17	2495633464
STXBP1	9	1662769490
STXBP2	19	2657361959
STXBP3	1	108746738
STXBP4	17	2541369106
STXBP5	6	1207578110
STXBP5L	3	611701216
STXBP6	14	2213666832
STYK1	12	1951913630
STYX	14	2241584598
STYXL1	7	1306954626
SUB1	5	911593865
SUCLA2	13	2122471213
SUCLG1	2	333342109
SUCLG2	3	558152266
SUCNR1	3	642671530
SUCO	1	172532473
SUDS3	12	2059670178
SUFU	10	1775783238
SUGCT	7	1271093158
SUGP1	19	2669001457
SUGP2	19	2668719175
SUGT1	13	2127180763
SULF1	8	1459666905
SULF2	20	2755954560
SULT1A1	16	2424912797
SULT1A2	16	2424899004
SULT1A3	16	2426507705
SULT1A4	16	2425768362
SULT1B1	4	758557392
SULT1C2	2	357212031
SULT1C3	2	357165558
SULT1C4	2	357296701
SULT1E1	4	758672298
SULT2A1	19	2697596264
SULT2B1	19	2698277062
SULT4A1	22	2863060173
SULT6B1	2	286086298
SUMF1	3	495153781
SUMF2	7	1287031195
SUMO1	2	451125616
SUMO2	17	2561551225
SUMO3	21	2817376749
SUMO4	6	1209773969
SUN1	7	1231775615
SUN2	22	2857970439
SUN3	7	1278945488
SUN5	20	2741279992
SUOX	12	1997295708
SUPT16H	14	2210206796
SUPT20H	13	2111537514
SUPT3H	6	1105203393
SUPT4H1	17	2544729132
SUPT5H	19	2689170700
SUPT6H	17	2515056288
SUPT7L	2	276571848
SUPV3L1	10	1742459377
SURF1	9	1668508999
SURF2	9	1668513679
SURF4	9	1668520550
SURF6	9	1668488955
SUSD1	9	1647198578
SUSD2	22	2843415692
SUSD3	9	1628215829
SUSD4	1	223222192
SUSD5	3	523944379
SUSD6	14	2258512716
SUV39H1	23	2918712286
SUV39H2	10	1688157974
SUZ12	17	2518320133
SV2A	1	149905014
SV2B	15	2385610181
SV2C	5	955137103
SVBP	1	42807414
SVEP1	9	1645523625
SVIL	10	1702737332
SVIP	11	1829728946
SVOP	12	2050206021
SVOPL	7	1369552768
SWAP70	11	1816570007
SWI5	9	1663432494
SWSAP1	19	2661099553
SWT1	1	185160842
SYAP1	23	2886736191
SYBU	8	1499677835
SYCE1	10	1806833375
SYCE1L	16	2473506428
SYCE2	19	2662624150
SYCE3	22	2869785417
SYCN	19	2688927796
SYCP1	1	114855465
SYCP2	20	2768160509
SYCP2L	6	1071260704
SYCP3	12	2043022413
SYDE1	19	2664832243
SYDE2	1	85158750
SYF2	1	25223266
SYK	9	1626000985
SYMPK	19	2695540369
SYN1	23	2917589330
SYN2	3	502796189
SYN3	22	2851747864
SYNC	1	32681788
SYNCRIP	6	1145986459
SYNDIG1	20	2732839296
SYNDIG1L	14	2263261658
SYNE1	6	1212496013
SYNE2	14	2252763272
SYNE3	14	2284271949
SYNE4	19	2685728146
SYNGAP1	6	1093793842
SYNGR1	22	2858584183
SYNGR2	17	2564551503
SYNGR3	16	2398297079
SYNGR4	19	2698090652
SYNJ1	21	2805200793
SYNJ2	6	1218355539
SYNJ2BP	14	2259227114
SYNJ2BP-COX16	14	2259180456
SYNM	15	2393489117
SYNPO	5	1029623720
SYNPO2	4	807681233
SYNPO2L	10	1746925803
SYNPR	3	554070171
SYNRG	17	2523901826
SYP	23	2919207903
SYPL1	7	1337049963
SYPL2	1	109466844
SYS1	20	2753659730
SYT1	12	2020511006
SYT10	12	1974670316
SYT11	1	155859762
SYT12	11	1873935972
SYT13	11	1852149879
SYT14	1	209938251
SYT15	10	1719858254
SYT16	14	2250850143
SYT17	16	2415475623
SYT2	1	202596757
SYT3	19	2700347499
SYT4	18	2612747802
SYT5	19	2704898293
SYT6	1	114093786
SYT7	11	1868424454
SYT8	11	1808740399
SYT9	11	1814158014
SYTL1	1	27345335
SYTL2	11	1892601022
SYTL3	6	1219036846
SYTL4	23	2970692494
SYTL5	23	2908050356
SYVN1	11	1872034209
SZRD1	1	16367258
SZT2	1	43389969
TAAR1	6	1193018561
TAAR2	6	1192990727
TAAR5	6	1192962250
TAAR6	6	1192943899
TAAR8	6	1192926270
TAAR9	6	1192911867
TAB1	22	2858633975
