Gene	ENST_ID
SSPN	ENST00000242729
SSTR3	ENST00000328544
SSNA1	ENST00000322310
SSRP1	ENST00000278412
SSH3	ENST00000308127
SSR2	ENST00000295702
SSR4	ENST00000320857
SSTR1	ENST00000267377
SSSCA1	ENST00000309328
SSU72	ENST00000291386
SSX1	ENST00000376919
SSUH2	ENST00000317371
SSTR4	ENST00000255008
SSR1	ENST00000244763
SSTR5	ENST00000293897
SSX2	ENST00000337502
SST	ENST00000287641
SSR3	ENST00000265044
SSMEM1	ENST00000297819
SSTR2	ENST00000357585
SSX2B	ENST00000596480
ST13	ENST00000216218
SSX7	ENST00000298181
ST3GAL2	ENST00000342907
ST6GALNAC4	ENST00000335791
ST8SIA2	ENST00000268164
ST6GAL1	ENST00000169298
ST6GALNAC3	ENST00000328299
ST18	ENST00000276480
SSX2IP	ENST00000342203
ST3GAL4	ENST00000392669
ST7L	ENST00000358039
SSX5	ENST00000347757
ST6GAL2	ENST00000361686
ST3GAL6	ENST00000394162
ST6GALNAC2	ENST00000225276
ST14	ENST00000278742
ST6GALNAC1	ENST00000156626
ST7	ENST00000265437
ST5	ENST00000313726
SSX3	ENST00000298396
ST3GAL5	ENST00000377332
ST6GALNAC6	ENST00000291839
ST3GAL1	ENST00000399640
ST8SIA1	ENST00000396037
ST3GAL3	ENST00000361392
ST20	ENST00000478497
ST6GALNAC5	ENST00000477717
SSX4B	ENST00000595235
ST20-MTHFS	ENST00000479961
SSX4	ENST00000595235
ST8SIA6	ENST00000377602
ST8SIA5	ENST00000315087
ST8SIA4	ENST00000231461
ST8SIA3	ENST00000324000
STAC	ENST00000273183
STAB1	ENST00000321725
STAB2	ENST00000388887
STAC2	ENST00000333461
STAC3	ENST00000332782
STAM2	ENST00000263904
STAG1	ENST00000383202
STAG2	ENST00000371144
STARD9	ENST00000290607
STAMBPL1	ENST00000371924
STARD4	ENST00000296632
STAP1	ENST00000265404
STARD6	ENST00000307844
STARD13	ENST00000336934
STAG3	ENST00000317296
STARD10	ENST00000334805
STAT1	ENST00000361099
STARD3NL	ENST00000009041
STAMBP	ENST00000339566
STARD3	ENST00000336308
STARD7	ENST00000337288
STAR	ENST00000276449
STARD8	ENST00000252336
STAM	ENST00000377524
STARD5	ENST00000302824
STAP2	ENST00000594605
STAT3	ENST00000264657
STAT5B	ENST00000293328
STC1	ENST00000290271
STIL	ENST00000360380
STK10	ENST00000176763
STIM2	ENST00000467087
STK17B	ENST00000263955
STAT6	ENST00000300134
STBD1	ENST00000237642
STAU1	ENST00000371856
STK17A	ENST00000319357
STIP1	ENST00000305218
STC2	ENST00000265087
STAT4	ENST00000358470
STIMATE	ENST00000355083
STK11	ENST00000326873
STATH	ENST00000246895
STEAP1	ENST00000297205
STK11IP	ENST00000295641
STEAP2	ENST00000287908
STIM1	ENST00000300737
STEAP1B	ENST00000406890
STAT2	ENST00000314128
STK16	ENST00000396738
STK19	ENST00000375333
STAU2	ENST00000524300
STAT5A	ENST00000345506
STEAP4	ENST00000380079
STEAP3	ENST00000393106
STH	ENST00000537309
STK38L	ENST00000389032
STK26	ENST00000394334
STK24	ENST00000376547
STK33	ENST00000315204
STK38	ENST00000229812
STK32A	ENST00000397936
STMN2	ENST00000220876
STK32C	ENST00000298630
STK4	ENST00000372806
STN1	ENST00000224950
STK25	ENST00000316586
STK3	ENST00000419617
STK36	ENST00000295709
STK39	ENST00000355999
STKLD1	ENST00000371957
STOML3	ENST00000379631
STK32B	ENST00000282908
STMN4	ENST00000265770
STMN1	ENST00000357865
STK35	ENST00000381482
STK31	ENST00000355870
STMN3	ENST00000370053
STOML2	ENST00000356493
STOM	ENST00000286713
STK40	ENST00000373129
STON1	ENST00000404752
STON1-GTF2A1L	ENST00000394754
STMND1	ENST00000536551
STMP1	ENST00000507606
STOML1	ENST00000541638
STPG3	ENST00000388931
STOX1	ENST00000298596
STRIP2	ENST00000249344
STT3A	ENST00000392708
STRN3	ENST00000357479
STS	ENST00000217961
STX17	ENST00000259400
STX12	ENST00000373943
STUB1	ENST00000219548
STRADA	ENST00000336174
STT3B	ENST00000295770
STPG2	ENST00000295268
STOX2	ENST00000308497
STRADB	ENST00000194530
STRN4	ENST00000263280
STPG1	ENST00000337248
STRA6	ENST00000323940
STON2	ENST00000267540
STX18	ENST00000306200
STX11	ENST00000367568
STRA8	ENST00000275764
STRN	ENST00000263918
STRIP1	ENST00000369795
STRAP	ENST00000419869
STRC	ENST00000450892
STX16	ENST00000371141
STRBP	ENST00000348403
STPG4	ENST00000445927
STUM	ENST00000366788
STX10	ENST00000587230
STXBP6	ENST00000323944
STX6	ENST00000258301
STX1A	ENST00000222812
STX4	ENST00000313843
STX19	ENST00000315099
STX2	ENST00000392373
STX8	ENST00000306357
STXBP5	ENST00000321680
STXBP5L	ENST00000273666
SUCO	ENST00000263688
STX7	ENST00000367941
STXBP2	ENST00000221283
STX3	ENST00000337979
STX5	ENST00000294179
STXBP4	ENST00000376352
SUCLG1	ENST00000393868
SUB1	ENST00000265073
STX1B	ENST00000215095
STYK1	ENST00000075503
STXBP3	ENST00000370008
SUGCT	ENST00000335693
STYXL1	ENST00000248600
SUCNR1	ENST00000362032
STXBP1	ENST00000373299
SUCLG2	ENST00000307227
SUGP1	ENST00000247001
SUFU	ENST00000369902
STYX	ENST00000354586
SUCLA2	ENST00000378654
SUDS3	ENST00000543473
SUN2	ENST00000405510
SULF1	ENST00000260128
SUGT1	ENST00000343788
SUMO3	ENST00000332859
SULT1A2	ENST00000335715
SUGP2	ENST00000337018
SULT2A1	ENST00000222002
SULF2	ENST00000359930
SULT1B1	ENST00000310613
SUMO2	ENST00000420826
SUMO1	ENST00000392245
SULT1E1	ENST00000226444
SULT4A1	ENST00000330884
SUPT20H	ENST00000350612
SULT1C3	ENST00000329106
SULT1C2	ENST00000251481
SUPT16H	ENST00000216297
SULT2B1	ENST00000201586
SULT1A3	ENST00000338971
SUN3	ENST00000297325
SUMF2	ENST00000342190
SUN5	ENST00000356173
SULT1A4	ENST00000360423
SUOX	ENST00000266971
SUMF1	ENST00000272902
SUMO4	ENST00000326669
SULT1A1	ENST00000314752
SULT1C4	ENST00000272452
SUN1	ENST00000401592
SULT6B1	ENST00000535679
SVOP	ENST00000299134
SUSD5	ENST00000309558
SV2B	ENST00000330276
SWI5	ENST00000320188
SUV39H1	ENST00000376687
SVIP	ENST00000354193
SVEP1	ENST00000374469
SUSD3	ENST00000375472
SUPT3H	ENST00000371460
SUSD1	ENST00000374270
SUPT6H	ENST00000314616
SUV39H2	ENST00000354919
SVOPL	ENST00000419765
SV2A	ENST00000369146
SV2C	ENST00000502798
SUPT4H1	ENST00000225504
SURF6	ENST00000372022
SUPV3L1	ENST00000359655
SUPT7L	ENST00000337768
SUZ12	ENST00000322652
SURF2	ENST00000371964
SWAP70	ENST00000318950
SURF1	ENST00000371974
SUSD6	ENST00000342745
SURF4	ENST00000371989
SVIL	ENST00000355867
SUSD4	ENST00000343846
SUSD2	ENST00000358321
SVBP	ENST00000372521
SUPT5H	ENST00000432763
SYCE2	ENST00000293695
SYCN	ENST00000318438
SWT1	ENST00000367500
SYDE1	ENST00000342784
SYCP3	ENST00000266743
SYN3	ENST00000358763
SYCE1	ENST00000343131
SYNE1	ENST00000367255
SYNE3	ENST00000334258
SYN1	ENST00000295987
SYAP1	ENST00000380155
SYK	ENST00000375746
SYCE1L	ENST00000378644
SYN2	ENST00000432424
SYCE3	ENST00000402753
SYMPK	ENST00000245934
SYF2	ENST00000236273
SYCP2L	ENST00000283141
SYNE4	ENST00000324444
SYNDIG1L	ENST00000331628
SYNGAP1	ENST00000455687
SYNDIG1	ENST00000376862
SYDE2	ENST00000341460
SWSAP1	ENST00000312423
SYNE2	ENST00000344113
SYBU	ENST00000276646
SYCP2	ENST00000357552
SYNC	ENST00000409190
SYCP1	ENST00000369518
SYNCRIP	ENST00000369622
SYNM	ENST00000336292
SYNGR2	ENST00000225777
SYPL1	ENST00000011473
SYNGR1	ENST00000328933
SYNJ2BP	ENST00000256366
SYNGR4	ENST00000344846
SYPL2	ENST00000369872
SYT13	ENST00000020926
SYNGR3	ENST00000248121
SYS1	ENST00000243918
SYNJ2	ENST00000355585
SYNRG	ENST00000339208
SYT11	ENST00000368324
SYNPR	ENST00000295894
SYT17	ENST00000355377
SYNJ1	ENST00000433931
SYT1	ENST00000261205
SYT10	ENST00000228567
SYP	ENST00000263233
SYT2	ENST00000367267
SYNPO2L	ENST00000394810
SYNPO	ENST00000394243
SYT15	ENST00000374321
SYT12	ENST00000393946
SYT3	ENST00000338916
SYNPO2	ENST00000429713
SYT4	ENST00000255224
SYT14	ENST00000472886
SYT16	ENST00000568344
SYNJ2BP-COX16	ENST00000555276
SYT9	ENST00000318881
SYT7	ENST00000263846
TAAR6	ENST00000275198
TAC3	ENST00000300108
TAAR2	ENST00000367931
TACO1	ENST00000258975
SYTL3	ENST00000297239
TAAR9	ENST00000434551
TAAR8	ENST00000275200
SYT8	ENST00000381968
TAB1	ENST00000216160
SYTL4	ENST00000263033
TAC4	ENST00000334568
TAAR1	ENST00000275216
TACC3	ENST00000313288
SYT5	ENST00000354308
TAAR5	ENST00000258034
TACC2	ENST00000334433
SYTL1	ENST00000543823
SYTL5	ENST00000297875
TAB2	ENST00000367456
TAC1	ENST00000319273
TAB3	ENST00000378933
SYVN1	ENST00000377190
SZRD1	ENST00000401088
TACC1	ENST00000317827
TACR1	ENST00000305249
SYTL2	ENST00000528231
SYT6	ENST00000610222
SZT2	ENST00000562955
TADA1	ENST00000367874
TACR2	ENST00000373306
TACR3	ENST00000304883
TADA2A	ENST00000394395
TACSTD2	ENST00000371225
TADA2B	ENST00000310074
TADA3	ENST00000301964
TAF10	ENST00000299424
TAF1	ENST00000373790
TAF11	ENST00000361288
TAF12	ENST00000263974
TAF1A	ENST00000350027
TAF4B	ENST00000269142
TAF1L	ENST00000242310
TAF13	ENST00000338366
TAF1B	ENST00000263663
TAF6L	ENST00000294168
TAF2	ENST00000378164
TAF8	ENST00000372977
TAF1D	ENST00000323981
TAF5	ENST00000369839
TAF9	ENST00000217893
TAF3	ENST00000344293
TAF6	ENST00000344095
TAF4	ENST00000252996
TAF5L	ENST00000258281
TAF7	ENST00000313368
TAF7L	ENST00000372907
TAF15	ENST00000605844
TAF1C	ENST00000567759
TAF9B	ENST00000341864
TAL1	ENST00000294339
TAGLN	ENST00000278968
TAGLN3	ENST00000273368
TAGAP	ENST00000367066
TANC1	ENST00000263635
TAMM41	ENST00000444133
TANGO6	ENST00000261778
TAGLN2	ENST00000320307
TARBP1	ENST00000040877
TALDO1	ENST00000319006
TARS	ENST00000265112
TAOK1	ENST00000261716
TARS2	ENST00000369064
TAPBPL	ENST00000266556
TAP1	ENST00000354258
TAL2	ENST00000334077
TANGO2	ENST00000327374
TAP2	ENST00000374897
TAPT1	ENST00000405303
TAOK2	ENST00000308893
TANC2	ENST00000424789
TARDBP	ENST00000240185
TARBP2	ENST00000266987
TAS1R1	ENST00000333172
TAPBP	ENST00000374572
TANK	ENST00000259075
TARSL2	ENST00000335968
TAOK3	ENST00000392533
TARM1	ENST00000432826
TAS1R2	ENST00000375371
TAS2R10	ENST00000240619
TAS2R13	ENST00000390677
TAS1R3	ENST00000339381
TAS2R16	ENST00000249284
TAS2R30	ENST00000539585
TAS2R19	ENST00000390673
TAS2R1	ENST00000382492
TAS2R3	ENST00000247879
TAS2R9	ENST00000240691
TATDN2	ENST00000287652
TAS2R4	ENST00000247881
TAS2R31	ENST00000390675
TAS2R8	ENST00000240615
TATDN1	ENST00000276692
TAS2R42	ENST00000334266
TAS2R60	ENST00000332690
TAS2R14	ENST00000537503
TAS2R40	ENST00000408947
TAT	ENST00000355962
TAS2R50	ENST00000506868
TAS2R46	ENST00000533467
TASP1	ENST00000337743
TAS2R41	ENST00000408916
TAS2R5	ENST00000247883
TAS2R43	ENST00000531678
TAS2R7	ENST00000240687
TAS2R20	ENST00000538986
TAS2R38	ENST00000547270
TAS2R39	ENST00000446620
TAX1BP3	ENST00000225525
TBC1D1	ENST00000261439
TAX1BP1	ENST00000396319
TATDN3	ENST00000366974
TBC1D10B	ENST00000409939
TBC1D10A	ENST00000215790
TBATA	ENST00000299290
TAZ	ENST00000601016
TBC1D13	ENST00000372648
TBC1D10C	ENST00000542590
TBC1D12	ENST00000225235
TBC1D17	ENST00000221543
TBC1D22A	ENST00000337137
TBC1D31	ENST00000287380
TBC1D19	ENST00000264866
TBC1D24	ENST00000293970
TBC1D23	ENST00000394144
TBC1D22B	ENST00000373491
TBC1D20	ENST00000354200
TBC1D14	ENST00000409757
TBC1D26	ENST00000469477
TBC1D21	ENST00000300504
TBC1D16	ENST00000310924
TBC1D2B	ENST00000300584
TBC1D28	ENST00000345096
TBC1D25	ENST00000376771
TBC1D2	ENST00000465784
TBC1D3	ENST00000537432
TBC1D30	ENST00000539867
TBC1D15	ENST00000550746
TBC1D32	ENST00000398212
TBC1D3B	ENST00000568769
TBC1D3C	ENST00000457979
TBC1D9B	ENST00000356834
TBKBP1	ENST00000361722
TBCEL	ENST00000422003
TBC1D4	ENST00000377636
TBCCD1	ENST00000338733
TBC1D3G	ENST00000569055
TBCK	ENST00000273980
TBL1X	ENST00000217964
TBL1XR1	ENST00000430069
TBC1D5	ENST00000253692
TBCC	ENST00000372876
TBC1D7	ENST00000356436
TBCA	ENST00000380377
TBL1Y	ENST00000346432
TBC1D9	ENST00000442267
TBC1D3H	ENST00000455054
TBC1D8B	ENST00000357242
TBCB	ENST00000221855
TBK1	ENST00000331710
TBC1D8	ENST00000376840
TBCD	ENST00000355528
TBCE	ENST00000366601
TBL2	ENST00000305632
TBPL1	ENST00000237264
TBRG4	ENST00000258770
TBL3	ENST00000568546
TBP	ENST00000230354
TBR1	ENST00000389554
TBX1	ENST00000329705
TBPL2	ENST00000247219
TBRG1	ENST00000441174
TBX10	ENST00000335385
TBX2	ENST00000240328
TC2N	ENST00000340892
TBX3	ENST00000257566
TBX18	ENST00000369663
TBX21	ENST00000177694
TBXA2R	ENST00000375190
TCAF2	ENST00000441159
TBX4	ENST00000240335
TBX19	ENST00000367821
TBX6	ENST00000279386
TCAIM	ENST00000342649
TCAP	ENST00000309889
TBX15	ENST00000369429
TCAF1	ENST00000479870
TBXT	ENST00000296946
TBX5	ENST00000310346
TBXAS1	ENST00000336425
TBX20	ENST00000408931
TBX22	ENST00000373294
TCEA1	ENST00000521604
TCEA2	ENST00000343484
TCEAL1	ENST00000372625
TCEA3	ENST00000450454
TCEAL2	ENST00000329035
TCEAL7	ENST00000332431
TCEAL6	ENST00000372774
TCF3	ENST00000262965
TCEANC	ENST00000380600
TCEAL8	ENST00000360000
TCEAL9	ENST00000372656
TCEAL4	ENST00000415568
TCFL5	ENST00000335351
TCF12	ENST00000267811
TCF19	ENST00000376255
TCEAL5	ENST00000372680
TCERG1	ENST00000296702
TCF7L1	ENST00000282111
TCHH	ENST00000368804
TCF25	ENST00000263346
TCEAL3	ENST00000243286
TCERG1L	ENST00000368642
TCF7	ENST00000342854
TCF23	ENST00000296096
TCF21	ENST00000237316
TCF20	ENST00000359486
TCEANC2	ENST00000234827
TCF15	ENST00000246080
TCF7L2	ENST00000355995
TCF4	ENST00000356073
TCF24	ENST00000563496
TCHP	ENST00000312777
TCIRG1	ENST00000265686
TCHHL1	ENST00000368806
TCTA	ENST00000273590
TCTN2	ENST00000303372
TCP10L	ENST00000300258
TCP10L2	ENST00000366832
TCL1B	ENST00000340722
TCN1	ENST00000257264
TCP11L2	ENST00000299045
TCP1	ENST00000321394
TCTEX1D4	ENST00000339355
TCIM	ENST00000315792
TCN2	ENST00000215838
TCOF1	ENST00000377797
TDGF1	ENST00000296145
TCL1A	ENST00000402399
TCTE1	ENST00000371505
TCP11L1	ENST00000334274
TCTE3	ENST00000366774
TCTN3	ENST00000371217
TDP1	ENST00000335725
TCTEX1D1	ENST00000282670
TDG	ENST00000392872
TCTEX1D2	ENST00000325318
TCP11X2	ENST00000453326
TCP10	ENST00000397829
TCP11	ENST00000512012
TDO2	ENST00000536354
TCTN1	ENST00000551590
TEDC2	ENST00000361837
TDRD1	ENST00000251864
TDRD3	ENST00000196169
TECTB	ENST00000369422
TEAD4	ENST00000359864
TEFM	ENST00000581216
TDRD12	ENST00000444215
TEDDM1	ENST00000367565
TDP2	ENST00000378198
TDRD15	ENST00000405799
TDRKH	ENST00000368822
TEDC1	ENST00000392522
TEAD3	ENST00000338863
TECTA	ENST00000264037
TDRD10	ENST00000368480
TDRD5	ENST00000294848
TECRL	ENST00000381210
TEC	ENST00000381501
TEKT1	ENST00000338694
TDRP	ENST00000324079
TECPR2	ENST00000359520
TEAD2	ENST00000311227
TECR	ENST00000215567
TDRD6	ENST00000316081
TEF	ENST00000266304
TDRD7	ENST00000355295
TDRD9	ENST00000409874
TECPR1	ENST00000447648
TEK	ENST00000380036
TEAD1	ENST00000527636
TENT5C	ENST00000369448
TELO2	ENST00000262319
TEKT5	ENST00000283025
TENT5B	ENST00000289166
TENT5A	ENST00000320172
TENM1	ENST00000371130
TERB2	ENST00000340827
TESMIN	ENST00000255087
TESC	ENST00000335209
TERF2IP	ENST00000300086
TEPSIN	ENST00000300714
TEKT2	ENST00000207457
TEKT3	ENST00000338696
TERF2	ENST00000254942
TENM4	ENST00000278550
TENT5D	ENST00000538312
TERT	ENST00000310581
TESK1	ENST00000336395
TEPP	ENST00000441824
TERF1	ENST00000276603
TES	ENST00000358204
TEKT4	ENST00000295201
TEP1	ENST00000262715
TESK2	ENST00000372086
TESPA1	ENST00000316577
TENM3	ENST00000511685
TEN1	ENST00000397640
TENT4B	ENST00000436909
TENT2	ENST00000453514
TENM2	ENST00000518659
TEX12	ENST00000280358
TEX10	ENST00000374902
TEX13B	ENST00000302917
TEX37	ENST00000303254
TEX15	ENST00000256246
TEX261	ENST00000272438
TEX29	ENST00000283547
TEX26	ENST00000380473
TET2	ENST00000380013
TEX30	ENST00000376032
TEX11	ENST00000344304
TEX264	ENST00000341333
TEX38	ENST00000334122
TEX35	ENST00000319416
TEX14	ENST00000240361
TET3	ENST00000409262
TEX43	ENST00000357147
TEX19	ENST00000333437
TEX28	ENST00000361930
TEX45	ENST00000361664
TEX33	ENST00000381821
TEX44	ENST00000313965
TET1	ENST00000373644
TEX36	ENST00000368821
TEX101	ENST00000598265
TEX22	ENST00000451127
TEX2	ENST00000583097
TEX13A	ENST00000600991
TEX47	ENST00000297203
TEX48	ENST00000436752
TFCP2L1	ENST00000263707
TF	ENST00000402696
TEX53	ENST00000423632
TEX46	ENST00000566855
TFG	ENST00000240851
TFCP2	ENST00000257915
TFF2	ENST00000291526
TFDP3	ENST00000310125
TFEC	ENST00000265440
TFEB	ENST00000230323
TEX49	ENST00000548380
TFAM	ENST00000487519
TFAP2B	ENST00000393655
TFAP4	ENST00000204517
TFF1	ENST00000291527
TFB2M	ENST00000366514
TEX51	ENST00000450035
TFDP2	ENST00000489671
TFAP2C	ENST00000201031
TFDP1	ENST00000375370
TFAP2D	ENST00000008391
TFAP2E	ENST00000373235
TEX50	ENST00000417563
TFE3	ENST00000315869
TFB1M	ENST00000367166
TEX9	ENST00000352903
TFAP2A	ENST00000482890
TFF3	ENST00000518498
TFPI2	ENST00000222543
TGM6	ENST00000202625
TGM1	ENST00000206765
TGDS	ENST00000261296
TGFB1	ENST00000221930
TFR2	ENST00000223051
TGFBR2	ENST00000295754
TG	ENST00000220616
TFPT	ENST00000391759
TGM4	ENST00000296125
TGIF2LX	ENST00000283891
TGFB1I1	ENST00000394863
TFPI	ENST00000233156
TGIF2LY	ENST00000321217
TFIP11	ENST00000405938
TFRC	ENST00000360110
TGFB3	ENST00000238682
TGM5	ENST00000220420
TGFBR1	ENST00000374994
TGFA	ENST00000295400
TGIF2	ENST00000373872
TGM3	ENST00000381458
TGFBR3	ENST00000212355
TGIF1	ENST00000330513
TGFBRAP1	ENST00000258449
TGFB2	ENST00000366930
TGM2	ENST00000361475
TGFBI	ENST00000442011
TGIF2-RAB5IF	ENST00000558530
TGFBR3L	ENST00000565886
TH	ENST00000381178
THAP3	ENST00000054650
THADA	ENST00000405006
TGOLN2	ENST00000409232
THBS1	ENST00000260356
THAP10	ENST00000249861
THAP11	ENST00000303596
THBS4	ENST00000350881
THEM6	ENST00000336138
THEMIS	ENST00000368248
THEMIS2	ENST00000373921
THAP5	ENST00000415914
THEG	ENST00000342640
THAP7	ENST00000215742
TGM7	ENST00000452443
TGS1	ENST00000260129
THAP2	ENST00000308086
THAP12	ENST00000260045
THAP8	ENST00000292894
THAP9	ENST00000302236
THEM4	ENST00000368814
THEM5	ENST00000368817
THBS2	ENST00000366787
THAP1	ENST00000254250
THAP6	ENST00000311638
THAP4	ENST00000407315
THBD	ENST00000377103
THG1L	ENST00000231198
THBS3	ENST00000368378
THEGL	ENST00000512175
THOC2	ENST00000245838
THNSL1	ENST00000376356
THNSL2	ENST00000324166
THOC1	ENST00000261600
THOC5	ENST00000397871
THOC3	ENST00000265097
THOC6	ENST00000326266
THOC7	ENST00000295899
THRB	ENST00000356447
THYN1	ENST00000341541
THPO	ENST00000204615
THRA	ENST00000264637
THSD7B	ENST00000272643
TICAM1	ENST00000248244
THRSP	ENST00000281030
THY1	ENST00000284240
THSD4	ENST00000355327
THUMPD3	ENST00000345094
THSD1	ENST00000258613
THRAP3	ENST00000354618
THOP1	ENST00000307741
THSD7A	ENST00000423059
THUMPD1	ENST00000381337
TIAF1	ENST00000359450
TIAM2	ENST00000318981
THTPA	ENST00000288014
TIAM1	ENST00000286827
TIA1	ENST00000433529
TIAL1	ENST00000436547
THUMPD2	ENST00000505747
TICAM2	ENST00000427199
TICRR	ENST00000268138
TIGAR	ENST00000179259
TIE1	ENST00000372476
TIGD1	ENST00000408957
TIGD4	ENST00000304337
TIFA	ENST00000361717
TIGD5	ENST00000321385
TIMM10	ENST00000257245
TIMD4	ENST00000274532
TIGD3	ENST00000309880
TIGD2	ENST00000317005
TIFAB	ENST00000537858
TIMM17B	ENST00000376582
TIMM17A	ENST00000367287
TIMM22	ENST00000327158
TIGD6	ENST00000296736
TIMM10B	ENST00000254616
TIMM21	ENST00000169551
TIGIT	ENST00000383671
TIMM29	ENST00000270502
TIMM23B	ENST00000374097
TIGD7	ENST00000396862
TIMM13	ENST00000215570
TIMM8A	ENST00000372902
TIMM44	ENST00000270538
TIMM9	ENST00000395159
TIMM8B	ENST00000504148
TIMELESS	ENST00000553532
TIMM23	ENST00000580018
TIMP1	ENST00000218388
TIMP2	ENST00000262768
TIMP4	ENST00000287814
TIMMDC1	ENST00000494664
TIMP3	ENST00000266085
TINAG	ENST00000259782
TINAGL1	ENST00000271064
TINF2	ENST00000267415
TIPIN	ENST00000261881
TIPRL	ENST00000367833
TKTL2	ENST00000280605
TIPARP	ENST00000295924
TJP1	ENST00000346128
TLDC2	ENST00000217320
TJAP1	ENST00000372445
TK1	ENST00000301634
TLE6	ENST00000246112
TIRAP	ENST00000392679
TLCD1	ENST00000292090
TLE2	ENST00000262953
TKTL1	ENST00000369915
TLE1	ENST00000376499
TLE4	ENST00000376552
TK2	ENST00000299697
TKT	ENST00000423525
TLCD2	ENST00000330676
TJP2	ENST00000377245
TLE3	ENST00000558939
TKFC	ENST00000394900
TJP3	ENST00000541714
TLK2	ENST00000326270
TLR2	ENST00000260010
TLR1	ENST00000308979
TLR7	ENST00000380659
TLR9	ENST00000360658
TLL1	ENST00000061240
TLR8	ENST00000218032
TLR5	ENST00000366881
TLX1	ENST00000370196
TLL2	ENST00000357947
TLNRD1	ENST00000267984
TLR4	ENST00000355622
TLX2	ENST00000233638
TM4SF4	ENST00000305354
TLR10	ENST00000308973
TLN2	ENST00000306829
TLR3	ENST00000296795
TLN1	ENST00000314888
TM4SF18	ENST00000296059
TM2D3	ENST00000333202
TM4SF20	ENST00000304568
TLX3	ENST00000296921
TM2D1	ENST00000294613
TM4SF5	ENST00000270560
TM4SF1	ENST00000305366
TM4SF19	ENST00000273695
TM6SF1	ENST00000322019
TLR6	ENST00000381950
TLK1	ENST00000431350
TM2D2	ENST00000456397
TM9SF1	ENST00000261789
TMBIM6	ENST00000267115
TMC7	ENST00000304381
TMCC3	ENST00000261226
TMED1	ENST00000214869
TMCO4	ENST00000294543
TMBIM1	ENST00000258412
TM7SF3	ENST00000343028
TMCC2	ENST00000358024
TMBIM4	ENST00000358230
TMCO6	ENST00000394671
TMCO5A	ENST00000319669
TMC8	ENST00000318430
TM9SF3	ENST00000371142
TMC2	ENST00000358864
TMCO2	ENST00000372766
TMC3	ENST00000359440
TMC6	ENST00000322914
TMCC1	ENST00000393238
TMC1	ENST00000297784
TMA7	ENST00000438607
TMC5	ENST00000396229
TMCO1	ENST00000392129
TM9SF2	ENST00000376387
TMC4	ENST00000376591
TM7SF2	ENST00000279263
TM6SF2	ENST00000389363
TM9SF4	ENST00000398022
TMA16	ENST00000358572
TMCO3	ENST00000434316
TMED5	ENST00000370282
TMED8	ENST00000216468
TMEM101	ENST00000206380
TMED7-TICAM2	ENST00000282382
TMED10	ENST00000303575
TMEM106B	ENST00000396667
TMEM106C	ENST00000429772
TMEFF2	ENST00000272771
TMED2	ENST00000262225
TMED3	ENST00000299705
TMEM102	ENST00000323206
TMED9	ENST00000332598
TMEM109	ENST00000227525
TMEM115	ENST00000266025
TMEFF1	ENST00000374879
TMEM108	ENST00000321871
TMEM117	ENST00000266534
TMEM100	ENST00000424486
TMED6	ENST00000288025
TMEM119	ENST00000392806
TMEM11	ENST00000317635
TMEM107	ENST00000437139
TMEM104	ENST00000335464
TMED7	ENST00000456936
TMEM114	ENST00000568335
TMEM110-MUSTN1	ENST00000504329
TMED4	ENST00000457408
TMEM120A	ENST00000493111
TMEM116	ENST00000550831
TMEM106A	ENST00000588659
TMEM121B	ENST00000331437
TMEM121	ENST00000392519
TMEM134	ENST00000308022
TMEM131	ENST00000186436
TMEM143	ENST00000293261
TMEM128	ENST00000382753
TMEM120B	ENST00000342607
TMEM14A	ENST00000211314
TMEM144	ENST00000296529
TMEM136	ENST00000375095
TMEM129	ENST00000382936
TMEM132C	ENST00000435159
TMEM132B	ENST00000299308
TMEM145	ENST00000301204
TMEM140	ENST00000275767
TMEM125	ENST00000432792
TMEM126A	ENST00000304511
TMEM130	ENST00000416379
TMEM138	ENST00000278826
TMEM132A	ENST00000453848
TMEM127	ENST00000258439
TMEM126B	ENST00000358867
TMEM141	ENST00000290079
TMEM132E	ENST00000321639
TMEM147	ENST00000222284
TMEM135	ENST00000305494
TMEM123	ENST00000398136
TMEM139	ENST00000359333
TMEM131L	ENST00000409959
TMEM132D	ENST00000422113
TMEM14B	ENST00000379542
TMEM155	ENST00000337677
TMEM14C	ENST00000229563
TMEM167B	ENST00000338272
TMEM160	ENST00000253047
TMEM163	ENST00000281924
TMEM161A	ENST00000162044
TMEM17	ENST00000335390
TMEM154	ENST00000304385
TMEM159	ENST00000233047
TMEM150A	ENST00000334462
TMEM169	ENST00000295658
TMEM165	ENST00000381334
TMEM168	ENST00000312814
TMEM174	ENST00000296776
TMEM151A	ENST00000327259
TMEM151B	ENST00000451188
TMEM176A	ENST00000004103
TMEM173	ENST00000330794
TMEM156	ENST00000381938
TMEM150B	ENST00000326652
TMEM158	ENST00000503771
TMEM161B	ENST00000296595
TMEM170B	ENST00000379426
TMEM150C	ENST00000449862
TMEM164	ENST00000372068
TMEM175	ENST00000264771
TMEM170A	ENST00000561878
TMEM167A	ENST00000502346
TMEM171	ENST00000454765
TMEM178A	ENST00000281961
TMEM183A	ENST00000367242
TMEM18	ENST00000281017
TMEM181	ENST00000367090
TMEM177	ENST00000272521
TMEM184A	ENST00000297477
TMEM186	ENST00000333050
TMEM192	ENST00000306480
